Ir11,Ir21,Ir31,Ir12,Ir22,Ir32,Voltage_pmax
187.772106,297.6421467,1252.918346,100.0339379,339.4811825,75.25614909,26.40113058
618.4108799,18.59648065,1256.067891,275.3214679,130.7187235,430.3136594,59.81119997
638.4807336,142.3371511,1393.545619,464.9299668,416.2855422,86.86330985,59.06734728
417.5415606,64.89177086,707.5993994,1065.996241,883.4979989,125.8483111,58.57942623
113.2073924,1088.136751,1267.188642,747.2807325,152.8158969,1156.132401,58.03688945
473.3368063,411.5622742,1044.838799,14.47126568,67.82627495,935.0825702,26.65156933
844.8551774,736.5434521,1021.593228,990.1548794,1093.927873,403.1677659,57.49794402
969.5447809,779.3377689,555.1291096,86.22693388,1092.245744,472.6174097,58.81044832
851.0122702,1037.755669,146.7385388,179.0437317,769.3561498,679.321172,58.08630195
1246.665951,1118.54439,1028.077517,71.86464056,102.0394187,123.9384435,87.49024867
1117.69121,1320.211395,957.2018014,184.916138,1011.814356,154.4948729,89.5842625
164.489993,897.0050922,460.3399007,915.3368316,1048.784048,816.460024,89.51938002
1036.045259,328.7576806,1028.940558,1358.837935,1213.702408,120.7283418,56.69233221
513.0112628,516.8783261,959.0398617,837.1182895,1105.109521,514.7140858,91.45404443
288.4390033,121.3331664,1080.707484,287.9443301,543.5802835,772.4899447,59.79402088
320.5345528,898.7168686,678.2725214,212.5837352,1094.704753,140.8488513,59.34654708
411.6928673,332.3222276,743.2211598,128.0982239,567.4415878,146.784746,91.11428378
157.197547,1098.199047,408.1984451,844.9468143,1350.191734,605.4789916,59.5769279
972.6530725,1061.338985,605.6992566,917.6972557,153.657071,1307.263788,57.92680103
262.445129,372.6503745,1116.962364,682.6452856,1076.54157,554.4094433,92.34542452
382.1143118,52.1284877,942.6128798,601.390243,632.4349289,853.800037,62.51743335
83.1646156,442.1360137,1081.810983,975.0061846,175.4650536,182.2120305,26.5698415
129.2932742,10.948411,592.3531392,917.8024449,1012.091535,743.693011,90.32675032
152.3451136,884.4729229,177.0998115,188.024626,138.0317298,198.8381478,27.19665462
235.5518179,274.7484912,444.4716852,443.0005988,304.5886332,351.4585844,90.27162091
1250.091367,984.5125144,778.0331198,258.2071349,296.8431795,108.2855314,91.36163264
1279.320575,989.4013048,780.9045535,438.8005859,232.6849881,871.496163,91.74894143
1383.108629,238.6048323,360.9091508,555.5190461,103.5926774,957.7344937,26.44772678
563.3436658,1375.969282,563.0575793,868.9407261,216.1177277,533.8832862,91.76077969
225.5875606,1061.357404,1219.555571,491.0874428,959.7499922,411.8080873,57.86937718
742.8810254,1165.392741,836.4862686,469.435863,418.9150327,633.6295582,90.02252463
591.7039145,503.4488452,781.6468798,1039.563512,594.0686971,601.098104,90.16886618
174.8218622,34.20762247,406.2593712,444.5288161,915.1661876,1339.710294,58.71428948
1310.023222,641.0408674,336.6697556,1069.457122,1063.058336,1036.907291,87.85337438
1041.163678,148.2885834,954.1846027,648.56481,297.0284874,137.9262328,57.56068349
1153.004263,245.0136323,228.9978737,932.382103,1252.145125,723.1814917,92.01151234
983.7832297,215.0265273,1334.839898,757.2377137,951.6274575,51.18822527,58.23289357
1132.885392,1048.06642,168.2618252,735.0632307,456.1670803,765.0292159,56.96850353
558.4330533,581.1307413,253.0328644,357.5414367,28.75008452,1293.145858,58.37045636
915.1798446,1305.659001,228.9173159,1289.536158,1112.52104,808.3518754,57.90981357
616.0498341,360.6592314,1052.724951,320.1372749,89.86192235,1074.261315,60.18767879
939.6830595,1001.297521,898.8851598,586.6676111,547.0669151,1142.596144,88.49665667
444.3990091,1140.355682,1104.702921,1193.169446,707.8912646,889.9259444,57.19625218
1331.252182,621.549817,84.02634769,1213.449856,883.664228,497.1031126,59.1579563
1395.80458,313.8400986,913.4315022,846.9868987,542.1436041,199.062023,59.06145984
35.18897999,589.5571553,257.7404052,1016.085374,518.5077611,1178.184122,57.81141009
1027.921568,799.436222,247.5970807,1340.337632,371.4508507,1294.413253,56.71905931
313.2785666,522.9893307,122.5004894,896.1631675,252.8636429,63.07155046,26.89040575
1012.442871,486.4127038,924.8635543,537.4160415,878.2851034,30.30974048,58.14683629
1274.797984,1120.782119,1044.186478,1138.357939,536.6288461,864.1909252,89.12983863
805.6928036,742.0723867,385.0976582,348.0805435,632.2942786,318.7979564,92.44393828
1126.229417,1380.545939,41.98873038,749.9298669,121.9081079,1122.928017,58.29849064
1384.802874,93.72476176,1315.157707,25.44854709,957.3740592,1097.231072,56.73469983
747.792595,1239.503231,1258.606858,876.3126765,193.0165894,304.9222312,93.14390284
254.9975062,58.54780956,149.718322,863.0208791,1315.525414,496.2380234,58.7021833
574.8807261,1378.089184,1323.810865,947.3025498,1383.623167,1073.563942,90.43470841
471.3789701,927.3346046,341.8314015,413.7101512,952.2497197,738.9855626,58.92405131
576.2309188,843.6935053,1050.728078,816.946444,772.5095209,816.9988663,89.48062824
716.5478879,115.6298178,1007.398189,1394.618556,496.3480269,1359.762341,56.72304707
485.0282658,1241.161406,636.572811,578.7982046,304.8248957,175.9164223,92.88257327
432.480431,1016.546204,1096.020902,971.302661,13.72315317,1180.498673,57.30932296
1291.264797,1079.335909,59.72379831,529.4605919,986.0754743,1021.318264,56.93003824
313.9878989,376.6766245,942.243631,668.4890768,873.2029777,331.0229057,59.46822306
247.9732563,1161.50074,1073.690335,1308.269582,151.0444671,255.1185078,57.18965814
138.7333954,685.6693227,270.5434627,1254.248203,138.7255096,61.83180047,26.53314866
780.2132181,1081.493094,436.7160805,250.575471,474.5379495,294.2038919,92.3898524
714.2135277,1268.910053,880.4935141,142.1474443,547.1966538,76.46326131,91.24156775
701.7960785,604.4096406,1396.584489,1136.243613,679.9123379,1252.226858,92.59108642
192.5652327,546.0068802,1298.298715,1284.491365,999.0036162,865.6723371,90.48301289
480.6030463,1310.438257,174.6836569,1022.819506,905.0684054,1166.41278,89.60779958
557.5951195,1049.751093,1169.308715,451.4445563,773.1662636,1370.780785,58.24793442
769.0319462,462.5930534,867.2601772,504.8911994,1059.113361,579.4610482,92.47424391
689.2831461,972.6405264,1361.827439,458.8569447,1172.924456,1034.701118,57.8961659
1335.844239,44.69168131,499.6165807,927.715368,394.1021828,322.5362942,26.61675526
995.5799717,874.4020838,826.8521141,924.6131528,66.57654236,488.2987319,62.12778842
631.8768125,337.266996,1001.063019,1198.655209,394.1107732,1023.471162,58.32145696
192.8680495,1171.411894,194.042402,823.4931395,512.6195206,1129.463363,92.99999771
705.2931001,685.4320742,1227.868213,494.3985381,629.2209792,1348.942402,91.07251173
59.21691708,1362.141668,264.8895804,933.9684201,821.0154606,945.157383,88.40613172
505.4308689,868.3897979,1135.611239,26.96046838,117.4229116,1364.722334,26.50909502
911.8893454,323.7329426,564.8876004,170.8287256,375.81435,360.9846382,58.51119236
464.3313342,213.127618,487.2107236,170.321836,1237.814281,131.9897461,27.13692055
1302.056877,558.6279566,66.36204684,479.3229044,1030.352622,1112.55502,58.08604982
762.8682575,960.7128482,1251.085774,76.70850589,425.1259316,64.66817886,91.23507614
273.6674691,1008.232124,1010.454583,1228.9187,815.4061503,98.95806954,57.70218635
1291.842398,1120.520929,400.325599,761.128526,1378.686732,1001.949294,57.75920668
1174.557436,606.5647854,658.8746018,784.9987755,376.7281609,1048.625855,92.24482587
705.4428828,905.5335328,430.8438148,194.2144905,665.8021073,507.4429931,58.69666377
1103.3588,1092.414149,935.9171,186.9054035,30.17824208,783.7769882,88.53957101
421.1466253,1315.173599,1373.26509,401.2685445,1121.148402,1254.555892,56.33790821
836.5372075,1237.62343,1321.224158,768.8213224,1019.741554,807.461617,90.33198369
36.20045952,625.1433696,904.8227403,729.6841337,521.2377251,1311.988533,59.48900919
1161.345954,1188.719672,521.5479359,830.4584053,1221.573591,1306.902252,56.05840136
935.8499841,289.4870411,915.3908289,100.8721717,569.4176811,933.7041465,58.10798375
1307.215923,1135.330045,678.3675806,1059.448894,583.8664352,1360.50039,57.52273893
1383.164582,1209.806541,544.4372863,636.6385593,345.3620767,1098.19233,57.46869691
1235.972648,1279.196354,781.5988931,838.4153438,208.4274085,1259.598878,57.46649615
630.5510129,287.9412752,1259.511387,1067.619755,1235.48083,398.9303052,58.01835591
942.516381,929.9918662,171.9409915,570.2457923,385.4017318,1003.337637,58.0386309
396.7381343,1254.6784,1157.210449,546.0371179,697.0641201,972.7272697,57.52489338
1168.116602,853.4815655,804.6320252,456.4590393,638.9944412,999.3138165,90.26216902
1238.167063,1009.197939,26.05788462,944.687054,613.9123539,612.9482508,58.70426294
163.8515473,1140.554365,454.7976141,344.7193599,479.7985096,525.968996,58.77562873
765.1753103,786.688216,554.1511201,557.3832313,721.5141069,920.5427589,91.48873484
1331.281278,1011.28792,560.1116435,1164.619875,188.0736784,84.65348072,58.40391902
117.9458732,229.4576457,453.9078884,422.4174881,16.35338758,755.8671314,59.92295632
133.5217697,205.120799,883.5976898,1203.048576,1363.910284,799.1737985,92.54453655
1395.5903,774.9582029,721.6418368,462.9548924,602.0025178,688.528755,90.89870817
99.45191748,1242.834902,90.48702747,610.658938,1157.281309,552.3485579,26.3502499
858.8648344,1146.097029,1240.729055,1303.556278,267.0985072,362.015152,91.48932518
1257.011959,830.7066045,705.3761146,857.9334244,1147.191139,744.6448373,90.66115504
282.9051352,635.450852,599.0752877,1352.473849,868.0770758,973.5459327,90.7050084
1008.230457,485.6532664,723.7865887,779.3724848,219.0933068,786.8784638,58.16017126
972.7246048,597.03775,1170.778589,1023.941893,504.0434589,635.8973206,93.00548976
540.945858,1085.776499,1027.979548,602.3889831,971.2536038,1323.298882,57.29504896
1097.925638,987.8006014,153.0679353,545.90292,827.2666226,643.1320672,57.72654148
70.47598143,320.1626176,1167.864685,21.90256978,1209.195211,109.2966742,26.43086852
936.6596261,700.295854,305.1913183,800.2620156,171.0648113,939.6327262,58.20530644
839.4197674,78.36662034,78.88022596,213.5008918,27.46949347,609.245764,26.99490216
1165.110065,864.34624,728.1811814,1209.415512,136.7770854,1271.273084,57.01589257
151.2233718,723.7954613,200.4184309,783.1188014,6.411473526,1073.354798,59.26722966
1188.192917,1283.549778,1381.755585,707.1863425,379.9902742,141.0507167,87.10130489
710.9883632,819.852776,1068.041934,116.1477088,926.2346703,723.7706206,58.59401856
239.4672245,1313.98101,826.676448,616.8885531,1318.686502,918.2793484,59.13825793
632.723993,1175.576389,745.6729035,775.4418921,952.0917421,514.0658674,91.93164764
335.0068487,810.4928894,1213.641877,569.4874643,157.6611974,621.3841714,58.63508786
420.2581617,561.9415953,1166.708989,565.0801279,546.2463134,504.6284507,89.76489109
196.357503,364.1822718,121.5411412,601.1562719,360.1958987,416.5775378,91.1897626
594.8017764,166.8901632,693.0936933,988.9701186,341.0027218,1099.098115,57.5090052
103.7254076,551.4367978,4.75177215,308.9476487,1.820796181,264.8515394,26.8467476
199.4776767,375.3063988,244.8488915,194.1085602,838.4398545,1261.481068,58.84732324
1315.131672,309.6582383,675.7399256,526.4155623,733.2920518,370.821631,59.54774753
95.70010866,610.8579085,243.3942523,36.54995142,1336.549584,602.8351278,60.58908089
1346.182002,1067.380278,10.28812554,952.0540966,988.3310559,903.1803013,59.07355667
773.2337823,305.3522217,1081.312699,319.239653,519.2106066,1247.300349,59.63906443
1198.927671,563.4069697,445.2267645,852.0896029,1274.273317,1272.737463,92.01690729
828.2321725,465.5999703,1194.289081,619.3570503,1266.09767,46.45116833,59.25085375
745.3970755,1003.096285,251.0225814,471.1460961,262.798128,450.6980565,58.01275781
565.3993957,767.9928198,68.2340299,773.8249865,384.7359668,338.1024384,59.29717085
340.4032512,215.8232288,1338.982905,1309.925926,1146.200212,1019.566587,88.6903
246.1364196,504.5193679,264.3059617,1.677755576,442.9873192,979.463781,61.42248782
875.3572523,760.2870455,614.6520847,402.3981745,702.3227494,1066.16466,92.20602325
1067.371268,806.4782621,1046.727973,903.7483084,172.5073257,706.1570041,57.45012484
486.1658378,129.0067587,206.9892552,277.4375815,941.1783324,604.1156561,59.55359224
972.1654736,359.4983886,13.66210984,745.1962995,391.1487514,1324.722215,60.30892267
1269.020573,549.7584064,34.79732738,940.0115152,1172.03889,1360.099494,57.80804356
79.70603961,630.4533378,815.4584224,961.2929403,1007.205854,910.0570527,60.70499704
1017.680371,523.3867322,814.2149165,162.5659179,80.7161057,1371.671314,26.33084208
398.7532176,832.9640183,1347.025443,260.0895688,270.2557424,478.3017465,59.88088214
1306.057054,546.9345513,382.5033912,212.7259118,555.9523798,524.6114537,59.11992777
183.5605899,609.0570051,128.1184341,860.4777412,15.37072921,802.5645366,57.4408816
1105.621801,329.5134824,627.2275988,797.1014566,85.96201921,694.8044399,59.01944203
899.2413284,309.7720222,1171.879024,1359.505324,1184.922043,708.3992382,57.51314171
390.4258556,1045.264111,331.7025378,1340.283394,868.3640505,840.3670037,89.86622743
241.6463023,126.4854334,357.3670837,1201.998744,1275.493875,979.4872741,89.4989703
1015.255297,321.8405104,806.4748388,1134.879347,565.3807157,1383.814974,57.60861755
125.998341,449.3174457,715.9725143,84.8489132,1015.963093,779.178048,58.9273408
741.1038635,1161.975405,1202.262648,1104.640493,444.9662752,633.0904353,92.82756674
1053.119158,153.8063881,153.639316,377.8371292,734.4922836,1361.711508,26.32727763
994.5721594,436.6039232,408.0399787,1190.500272,1276.306394,894.9866062,91.04025749
357.5184171,124.132176,1173.557823,818.606067,1327.35223,85.44050087,59.68586157
818.4978247,399.1513199,1158.825043,267.381017,619.5419471,550.7761089,58.48545969
1157.203571,947.6195308,290.6442481,445.3466166,187.3353795,940.0480453,58.45849449
799.3875056,237.6738924,206.718088,666.5116056,1271.343383,773.0450374,91.17461718
46.11584985,75.40809701,1127.08852,631.9247966,535.7047214,1105.501185,26.54808624
510.0016173,745.289909,996.3193884,1220.067125,460.1654563,910.1652356,58.43629357
1364.770607,106.3543058,821.8268339,579.4410969,432.7909971,369.3676581,59.09740505
1062.272771,1393.302374,261.2000218,1093.603376,274.1171734,1389.302562,57.89550853
1123.166198,593.9173939,1020.409415,697.6950155,1132.586374,499.1125069,93.68092408
102.5408083,827.3880374,1274.262963,271.2723106,605.3149081,1048.823621,59.37782438
54.85828131,1324.854986,1069.142653,782.3487707,257.3801223,697.128341,57.47787374
724.9838403,1391.940215,1196.792356,1347.365516,950.5174126,564.9019443,57.68558046
1308.970721,671.2783639,324.5082563,554.8063479,987.1084652,781.9826484,59.29122739
1059.282981,1393.673482,1347.403966,749.0939474,1349.418182,161.8762309,56.90115561
72.02761052,426.0885239,812.2685664,743.3502333,1261.69133,756.7705952,61.85716998
604.7728552,759.7337824,997.3807281,23.34459812,1121.289235,199.5130549,91.71513899
669.8642621,359.5694959,516.7283644,926.4708787,237.4523388,390.2976286,92.74045446
277.5105123,273.1001466,457.5755077,1232.473005,659.542611,565.557121,90.86580108
250.924067,1356.494995,570.4380329,1182.282355,861.455136,527.2555092,59.35168229
1228.054449,1098.793398,650.9359966,1139.567698,1257.821792,600.9339604,56.81452629
468.0611875,835.3059462,1262.787132,982.8930291,528.4371429,1028.938296,57.61741217
1335.743901,759.9383583,756.1481653,435.5534954,99.72840069,254.772654,89.65922998
130.1844976,648.8849469,13.06551684,1281.036276,899.8384348,1.986681483,59.01957567
42.53938149,291.8583126,636.952603,178.1724467,12.10676303,1017.911442,26.81748136
495.7630525,1092.624325,611.3192983,611.1766953,68.8984525,69.48466213,91.40513841
127.5402456,831.651844,337.5176772,1177.916743,1200.09787,1349.057081,86.79738522
684.4597006,308.4341408,316.6920972,751.5029263,1066.953593,486.5940106,92.23917933
645.7244631,895.0532671,1284.270457,226.2016034,1001.889566,808.8344267,58.34991432
606.6185681,1237.939896,550.2724575,250.5652137,886.6670124,873.600776,57.92040421
459.1182358,1124.151442,1399.269002,1373.369425,177.8517191,325.1362043,58.12424706
33.08545332,850.4056546,155.1330498,570.443311,1237.707529,767.3858885,93.09825622
516.6043074,291.6843759,617.3205871,1338.674613,173.6362833,659.0685442,59.35017662
1199.654859,60.74666019,968.2752033,1370.579653,396.5750579,187.2927,58.75194179
959.3915582,1273.236378,855.2165753,1259.975915,270.8072527,1056.194414,57.69625214
484.7650033,586.07558,218.0077625,1146.600817,874.892939,1033.98459,90.35877247
1127.157389,94.11172059,1331.106443,696.6078154,1057.204267,1039.367099,56.84242135
1163.581406,219.1025855,640.2322088,865.3406945,1305.056697,1169.12353,57.83525381
1253.592923,815.5259345,815.8455289,1196.896315,48.81198007,1239.588134,58.17251119
570.8231359,50.93484263,1044.60712,216.7602791,201.4716601,848.3426747,26.75395196
356.2731817,453.815887,562.507285,568.92265,540.667594,853.7225534,90.46086324
233.6470117,263.3289025,132.4804178,452.4607819,1077.435701,327.7652034,92.14471941
1036.511657,969.9457794,1153.709499,1159.168569,410.7151076,433.1169394,88.82261721
732.2417178,455.4185895,1164.579515,1134.412707,779.7975658,368.1496472,59.41166374
952.7926832,327.1144036,638.9955105,538.3936523,754.0420142,1388.385209,59.52231182
1057.308562,1372.636789,328.6956969,739.982724,72.01047499,1059.625659,58.35190892
842.7716728,1200.036193,1383.587995,1301.278261,573.3209068,0.478047105,57.74911222
757.2296519,290.8228708,306.9970235,456.1287678,134.3291833,1046.547126,26.80251016
1047.91254,760.6192063,473.3852431,1165.267126,773.6010492,1340.560364,92.67739394
1249.966647,499.105064,764.9626502,485.3544518,871.9239069,1115.274559,58.85672289
1044.224862,175.7507239,1151.351609,35.210702,580.2004333,1023.970455,58.03572609
1093.9236,514.2002812,1042.814999,1249.174064,339.6447408,181.4357662,57.3933659
315.095035,490.0194866,401.9184584,1298.48321,71.83925954,829.7334573,59.0002458
228.0584603,1173.768078,234.5853023,703.0808616,1399.061271,497.5700118,93.05981053
65.90879337,299.1248192,556.9747737,467.1354525,321.4435448,1310.568249,26.59103071
956.4642986,1346.959314,613.1624487,1316.471316,8.168054401,854.4298421,58.72784583
1121.50606,326.1741468,1305.456146,1068.567885,1157.029356,802.849024,56.79423141
1109.61433,460.6576742,312.8467666,437.3408788,818.3328699,1161.879797,59.31451023
406.6474882,563.5761489,1206.880218,860.6353703,1387.662904,285.1784253,59.55932499
1158.092719,946.2062665,348.5292581,666.0998772,558.7053174,839.2135487,58.00317706
1120.731872,147.0962798,1150.019072,1177.520862,496.3087422,602.0972477,57.20433602
801.1349058,981.1546231,1039.45766,1061.037811,544.780269,601.023479,90.26137626
1338.882521,802.1599142,1189.610876,386.8834428,871.2530612,823.7063585,56.94602484
1348.855852,120.263773,700.6984482,730.2255471,126.232403,1266.533072,59.78100543
1238.144514,614.5855335,1094.411658,207.8510321,867.7422982,364.8731512,57.44638102
623.918696,1181.599316,274.6868862,425.3922719,676.6123948,472.9368614,59.61754969
1117.880161,1382.482605,222.6665766,331.6316965,983.1312857,525.6603278,58.34511498
1363.186864,1361.227778,901.1772692,1204.138428,562.6367572,884.7031172,92.12647093
1379.331295,783.2683684,1307.028682,1008.480488,677.6539235,894.6435298,92.31090044
1242.691612,278.2314501,553.5127835,1389.045423,563.2922637,922.3990735,59.35117412
1261.887372,1393.534487,914.4285935,151.810999,50.55964311,865.3277347,90.84430803
794.0021067,1346.750521,1044.547657,927.5225378,732.6386458,363.8519941,92.47508181
1346.791274,756.2856525,42.37822879,974.8402488,727.6026211,82.64277793,59.45708257
1246.050727,462.2831395,321.581677,159.5280988,435.2917988,319.805251,59.94047958
912.7960341,92.62417444,385.6039318,394.5483326,1232.092764,622.0625022,60.41928003
1058.279769,844.6149261,1096.572312,159.5028941,1369.989439,1188.035346,56.45855998
70.90509674,652.6825673,455.9145849,882.287175,322.4188293,811.8389626,57.88003184
844.4188486,839.8307342,627.7990325,49.59284496,719.3407691,570.8222265,57.78370483
151.2644513,643.8258805,631.2358551,771.5964701,1127.566044,981.1901019,57.15253173
1221.129705,73.0690134,307.553836,643.4988142,1341.947035,1106.0635,57.82083827
632.6244527,466.799461,82.73343775,1037.267424,709.5123337,279.8955784,59.18530498
598.0709715,236.1663902,1052.372427,515.6911783,1318.544913,24.04155728,60.46097985
1160.678272,877.2273649,754.2451212,910.7106895,1017.281345,132.2839895,58.08852838
1228.603508,20.10700152,412.0236776,251.8808299,1296.811975,95.45261156,26.28219142
813.5305186,892.0117115,911.7769707,1210.470818,78.33354117,1143.597243,56.73385881
740.4914529,972.0907849,297.3668548,760.5919247,983.528381,1339.00838,58.59159988
622.359028,119.5569631,80.27620656,881.2306805,1114.650693,967.667866,88.8776054
483.4310071,1325.543334,728.2664455,1335.338235,103.0338901,289.8447273,26.35223621
1085.03894,1279.86295,1095.570907,413.7478746,212.5840112,1187.074731,87.38209721
1098.796428,379.164103,318.9349867,449.4325039,1161.386526,1151.055072,57.05913548
798.9559907,800.5614907,400.4255815,978.786983,1114.761121,618.2246786,57.35821965
624.7018564,651.9273717,390.6548622,945.5254458,1265.130337,1271.936258,90.81797604
1046.075722,364.7161099,965.4929761,184.5629317,172.9011652,267.2639945,57.16366792
204.0249393,819.0610614,102.7063661,1151.256711,1012.064163,1296.201253,88.68290146
689.6940378,916.8360578,1246.172869,753.9358043,395.0872304,1366.340525,92.59110688
50.99572174,456.7424023,1362.219073,511.0456754,432.8094665,169.2773384,59.19060914
1282.071986,189.669488,464.9650486,1256.471849,699.508289,861.4035391,91.84781991
816.3861553,977.5554973,41.06527986,739.0357628,44.90198499,1157.999252,58.57816471
475.9806891,1185.395342,344.4973939,814.0877533,1312.747631,66.90220934,59.62071405
75.56872284,28.86524777,954.0699199,838.0799373,159.6420483,1114.743491,26.65687748
864.990822,98.29893358,96.9905616,190.4103441,1104.447848,129.3578411,26.62558957
333.0163088,341.1070777,146.7510977,1201.693864,977.4796727,1027.238987,88.27472486
910.7428742,722.7787921,456.9433891,926.4866755,164.5916785,206.9443799,93.12842581
27.67052922,1350.008422,1358.522063,173.40471,654.3740375,919.3716046,56.93611739
406.2597933,1056.351296,781.3652719,598.9096338,374.0716802,1055.230504,59.3874949
1257.726855,1019.821648,569.5621885,1313.642176,357.5984369,746.4285369,58.43593655
1336.656819,374.846551,350.1184688,1298.741808,96.01528798,419.1605412,26.42226547
828.2169478,284.6188035,890.2364784,1117.718361,702.3814733,911.1369903,57.61406085
1114.33698,326.7232753,841.1745138,157.4473297,722.0719145,1172.976967,59.13197047
1289.106151,697.5191012,388.6555712,913.527945,1284.218325,713.7752349,92.85363221
1363.868077,276.1905189,155.6589773,416.2960107,554.9859498,589.0579567,92.01904768
436.0655007,971.3804393,128.6205666,562.9240667,413.2531256,429.0954906,61.75941077
147.785583,831.3586464,395.8185227,217.3102693,0.922134621,397.0335839,59.85308026
771.135225,1219.263068,59.15479547,1266.610774,183.3637209,1167.220527,57.38657713
1120.655725,1285.032129,192.2251218,706.6252446,566.9418722,243.0010261,57.69925757
805.2570575,848.7051056,300.2240366,727.9051571,1384.860133,685.8812274,91.37979226
972.8224957,575.9905583,48.68743614,409.9641784,1122.018433,485.1027868,60.1997899
116.6423228,715.5489193,513.566771,1035.271307,734.6362295,1126.329228,57.40216475
1143.675651,265.2600744,173.1708396,1149.395071,893.056668,22.56772264,58.53870241
1254.336479,721.52508,762.3307137,849.0190915,1064.610705,1197.485621,90.47745712
536.0158277,118.5088641,1027.422618,464.7850657,1175.649349,520.4126312,60.58048165
1159.501378,247.1260805,181.3278054,1231.837015,61.71077985,961.4080259,58.40957631
1027.282067,612.0414121,531.7744837,1371.520416,558.5907917,616.26168,91.87512803
219.5310426,456.4479977,439.6867001,1252.300929,345.833851,434.9506223,93.01893796
572.4164713,991.2152517,201.0926331,1219.850893,116.4182555,646.4329737,59.96254973
42.54463313,1054.480746,980.0597373,300.3171446,951.8665597,780.209753,57.5999592
1190.950464,781.9916885,1262.48313,587.3247856,501.3796939,684.5825243,91.51603117
358.3469974,1300.836977,653.4595399,355.6109908,603.7058262,983.5420158,59.93900489
563.2618152,254.5761101,1198.751563,817.8817144,523.0102958,310.3723655,60.10591246
306.5917648,731.1254202,606.7917989,1037.825584,98.62948526,1186.266811,57.55371577
951.8323284,191.3121307,1201.763064,279.7677745,850.2758905,760.2629771,57.65204332
227.2545688,7.914295378,1080.079206,1070.702579,589.4970933,79.53845336,26.65287139
820.0457933,243.8173422,1020.054925,748.0074699,354.2900029,1283.879448,58.88375668
1061.472342,1241.843025,96.31743955,256.9394737,1031.901716,975.4007937,56.79289389
1087.790068,702.6647868,595.6955592,855.7319831,1198.080648,939.1159526,90.46347304
733.0288626,418.3415741,985.5567101,534.2552264,794.7589969,1243.005337,59.26559349
1180.129005,1258.317978,1314.604328,1141.609218,1.9009603,4.32697658,86.35424071
122.4563428,365.0182917,31.9181389,593.7187463,477.4909565,757.8955066,91.38745618
1296.636716,417.8992259,473.3187114,1203.27215,476.6696351,193.3685643,26.29797437
